operation,type,manufacturer,engine_type,engines,year_manufacturing,seating,fatalities
OPERADOR DE AERONAVE,HELICÓPTERO,AGUSTA,TURBOEIXO,BIMOTOR,2009,14,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,JATO,BIMOTOR,2008,106,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,JATO,BIMOTOR,2008,106,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,JATO,BIMOTOR,2008,106,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,JATO,BIMOTOR,2008,106,0
OPERADOR PARTICULAR,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,BIMOTOR,1992,6,0
OPERADOR PARTICULAR,AVIÃO,BEECH AIRCRAFT,PISTÃO,BIMOTOR,1986,6,0
OPERADOR PARTICULAR,AVIÃO,BEECH AIRCRAFT,JATO,BIMOTOR,1997,9,0
AEROCLUBE,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1982,2,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,JATO,BIMOTOR,2011,125,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,1993,73,0
OPERADOR PARTICULAR,AVIÃO,BEECH AIRCRAFT,TURBOÉLICE,BIMOTOR,1984,8,0
OPERADOR DE AERONAVE,AVIÃO,CESSNA AIRCRAFT,JATO,BIMOTOR,1978,10,0
OPERADOR DE AERONAVE,AVIÃO,RAYTHEON AIRCRAFT,TURBOÉLICE,BIMOTOR,2006,8,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,BIMOTOR,2011,193,0
OPERADOR PARTICULAR,AVIÃO,EMBRAER,JATO,BIMOTOR,2009,6,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,2001,50,0
OPERADOR DE AERONAVE,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,MONOMOTOR,1977,7,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,BIMOTOR,2002,152,0
OPERADOR DE AERONAVE,AVIÃO,PIPER AIRCRAFT,PISTÃO,BIMOTOR,1969,8,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,BIMOTOR,1994,156,0
OPERADOR DE AERONAVE,AVIÃO,CESSNA AIRCRAFT,JATO,BIMOTOR,2010,11,0
OPERADOR DE AERONAVE,HELICÓPTERO,SIKORSKY AIRCRAFT,TURBOEIXO,BIMOTOR,2009,14,0
OPERADOR PARTICULAR,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,BIMOTOR,1983,6,0
OPERADOR DE AERONAVE,AVIÃO,BEECH AIRCRAFT,TURBOÉLICE,BIMOTOR,1968,6,0
OPERADOR DE AERONAVE,AVIÃO,PIPER AIRCRAFT,TURBOÉLICE,BIMOTOR,1981,7,0
OPERADOR DE AERONAVE,AVIÃO,PIPER AIRCRAFT,TURBOÉLICE,BIMOTOR,1981,7,0
ÓRGÃO PÚBLICO,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1974,6,0
OPERADOR DE AERONAVE,HELICÓPTERO,EUROCOPTER DEUTSCHLAND,TURBOEIXO,BIMOTOR,2007,8,0
OPERADOR DE AERONAVE,HELICÓPTERO,EUROCOPTER DEUTSCHLAND,TURBOEIXO,BIMOTOR,2007,8,0
OPERADOR DE AERONAVE,HELICÓPTERO,ROBINSON HELICOPTER,PISTÃO,MONOMOTOR,1993,4,0
OPERADOR PARTICULAR,AVIÃO,CIRRUS DESIGN,PISTÃO,MONOMOTOR,2010,4,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,JATO,BIMOTOR,2010,6,0
OPERADOR PARTICULAR,HELICÓPTERO,HELIBRAS,TURBOEIXO,MONOMOTOR,2010,6,0
OPERADOR PARTICULAR,AVIÃO,EMBRAER,PISTÃO,BIMOTOR,1979,6,0
OPERADOR DE AERONAVE,AVIÃO,CESSNA AIRCRAFT,TURBOÉLICE,MONOMOTOR,2011,11,0
OPERADOR DE AERONAVE,AVIÃO,PIPER AIRCRAFT,PISTÃO,BIMOTOR,1973,8,0
OPERADOR PARTICULAR,AVIÃO,BEECH AIRCRAFT,TURBOÉLICE,BIMOTOR,1987,9,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,1999,52,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,1999,52,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,1999,52,0
OPERADOR PARTICULAR,AVIÃO,BEECH AIRCRAFT,PISTÃO,BIMOTOR,2008,6,0
OPERADOR PARTICULAR,AVIÃO,BEECH AIRCRAFT,PISTÃO,BIMOTOR,2008,6,0
AEROCLUBE,AVIÃO,DIAMOND AIRCRAFT,PISTÃO,MONOMOTOR,2009,2,0
ÓRGÃO PÚBLICO,HELICÓPTERO,HELIBRAS,TURBOEIXO,MONOMOTOR,1995,6,0
OPERADOR DE AERONAVE,HELICÓPTERO,MIL HELICOPTER,TURBOEIXO,BIMOTOR,2011,30,0
OPERADOR DE AERONAVE,HELICÓPTERO,MIL HELICOPTER,TURBOEIXO,BIMOTOR,2011,30,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,TRIMOTOR,1980,5,0
ÓRGÃO PÚBLICO,AVIÃO,EMBRAER,PISTÃO,BIMOTOR,1976,6,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,2011,75,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,2011,75,0
OPERADOR PARTICULAR,ULTRALEVE,MARCOS AURELIO DA SILVA,PISTÃO,MONOMOTOR,2011,2,0
OPERADOR DE AERONAVE,HELICÓPTERO,MD HELICOPTERS,TURBOEIXO,MONOMOTOR,2007,8,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,2011,75,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,2011,75,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,2011,75,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,JATO,BIMOTOR,2011,125,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,JATO,BIMOTOR,2011,125,0
OPERADOR DE AERONAVE,HELICÓPTERO,SIKORSKY AIRCRAFT,TURBOEIXO,BIMOTOR,2003,14,0
ESCOLA DE AVIAÇÃO,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,2006,4,0
ESCOLA DE AVIAÇÃO,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1979,2,0
OPERADOR DE AERONAVE,AVIÃO,AIRBUS INDUSTRIE,JATO,BIMOTOR,2007,129,0
OPERADOR DE AERONAVE,HELICÓPTERO,SIKORSKY AIRCRAFT,TURBOEIXO,BIMOTOR,1978,14,0
ESCOLA DE AVIAÇÃO,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,2006,4,0
ESCOLA DE AVIAÇÃO,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,2006,4,0
ÓRGÃO PÚBLICO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,MONOMOTOR,1981,4,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,BIMOTOR,2011,187,0
AEROCLUBE,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1966,4,0
AEROCLUBE,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,MONOMOTOR,1985,4,0
AEROCLUBE,AVIÃO,AERO BOERO,PISTÃO,MONOMOTOR,1990,2,0
AEROCLUBE,AVIÃO,AERO BOERO,PISTÃO,MONOMOTOR,1990,2,0
OPERADOR PARTICULAR,AVIÃO,CESSNA AIRCRAFT,TURBOÉLICE,MONOMOTOR,2003,11,0
ESCOLA DE AVIAÇÃO,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,2006,4,0
ESCOLA DE AVIAÇÃO,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,2006,4,0
OPERADOR DE AERONAVE,HELICÓPTERO,SIKORSKY AIRCRAFT,TURBOEIXO,BIMOTOR,2006,14,0
OPERADOR PARTICULAR,AVIÃO,BEECH AIRCRAFT,TURBOÉLICE,BIMOTOR,1985,8,0
OPERADOR PARTICULAR,AVIÃO,BEECH AIRCRAFT,TURBOÉLICE,BIMOTOR,1985,8,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,2012,75,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,TRIMOTOR,1979,5,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,TRIMOTOR,1979,5,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,TRIMOTOR,1979,5,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,TRIMOTOR,1979,5,0
ESCOLA DE AVIAÇÃO,AVIÃO,BEECH AIRCRAFT,PISTÃO,BIMOTOR,1972,6,0
OPERADOR DE AERONAVE,HELICÓPTERO,SIKORSKY AIRCRAFT,TURBOEIXO,BIMOTOR,2011,21,0
OPERADOR PARTICULAR,HELICÓPTERO,ROBINSON HELICOPTER,PISTÃO,MONOMOTOR,2010,4,0
OPERADOR PARTICULAR,AVIÃO,CESSNA AIRCRAFT,JATO,BIMOTOR,2007,10,0
ESCOLA DE AVIAÇÃO,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1980,2,0
ESCOLA DE AVIAÇÃO,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1980,2,0
ESCOLA DE AVIAÇÃO,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1980,2,0
ESCOLA DE AVIAÇÃO,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1980,2,0
OPERADOR DE AERONAVE,HELICÓPTERO,SIKORSKY AIRCRAFT,TURBOEIXO,BIMOTOR,2006,14,0
OPERADOR DE AERONAVE,AVIÃO,CESSNA AIRCRAFT,JATO,BIMOTOR,2007,11,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,JATO,BIMOTOR,2011,125,0
OPERADOR DE AERONAVE,AVIÃO,CESSNA AIRCRAFT,JATO,BIMOTOR,1990,11,0
OPERADOR DE AERONAVE,AVIÃO,CESSNA AIRCRAFT,JATO,BIMOTOR,1990,11,0
OPERADOR PARTICULAR,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1969,6,0
ESCOLA DE AVIAÇÃO,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1980,2,0
OPERADOR DE AERONAVE,AVIÃO,BEECH AIRCRAFT,PISTÃO,BIMOTOR,1974,6,0
OPERADOR DE AERONAVE,AVIÃO,BEECH AIRCRAFT,PISTÃO,BIMOTOR,1974,6,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,2012,75,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,2012,75,0
OPERADOR DE AERONAVE,HELICÓPTERO,AGUSTA,TURBOEIXO,BIMOTOR,2011,8,0
AEROCLUBE,AVIÃO,DIAMOND AIRCRAFT,PISTÃO,MONOMOTOR,2012,2,0
AEROCLUBE,AVIÃO,DIAMOND AIRCRAFT,PISTÃO,MONOMOTOR,2012,2,0
OPERADOR PARTICULAR,AVIÃO,WILLIAM DA SILVA MATIAS,PISTÃO,MONOMOTOR,2011,4,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,PISTÃO,BIMOTOR,1980,6,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,PISTÃO,BIMOTOR,1980,6,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,PISTÃO,BIMOTOR,1980,6,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,PISTÃO,BIMOTOR,1980,6,0
OPERADOR DE AERONAVE,AVIÃO,PILATUS,TURBOÉLICE,MONOMOTOR,2002,10,0
AEROCLUBE,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1984,2,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,2010,73,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,2010,73,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,2010,73,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,2010,73,0
ESCOLA DE AVIAÇÃO,AVIÃO,PIPER AIRCRAFT,PISTÃO,BIMOTOR,1979,7,0
OPERADOR PARTICULAR,AVIÃO,PIPER AIRCRAFT,TURBOÉLICE,BIMOTOR,1981,7,0
OPERADOR PARTICULAR,HELICÓPTERO,SIKORSKY AIRCRAFT,TURBOEIXO,BIMOTOR,1972,21,0
OPERADOR PARTICULAR,AVIÃO,RAYTHEON AIRCRAFT,JATO,BIMOTOR,2004,10,0
OPERADOR PARTICULAR,AVIÃO,BEECH AIRCRAFT,PISTÃO,BIMOTOR,1983,6,0
OPERADOR DE AERONAVE,HELICÓPTERO,EUROCOPTER FRANCE,TURBOEIXO,BIMOTOR,1997,6,0
OPERADOR PARTICULAR,AVIÃO,EMBRAER,PISTÃO,BIMOTOR,1979,6,0
OPERADOR DE AERONAVE,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,BIMOTOR,1987,6,0
OPERADOR PARTICULAR,AVIÃO,PILATUS,TURBOÉLICE,MONOMOTOR,2008,10,0
OPERADOR PARTICULAR,AVIÃO,CESSNA AIRCRAFT,JATO,BIMOTOR,2009,10,0
OPERADOR PARTICULAR,AVIÃO,RAYTHEON AIRCRAFT,JATO,BIMOTOR,2006,10,0
AEROCLUBE,AVIÃO,DIAMOND AIRCRAFT,PISTÃO,MONOMOTOR,2011,2,0
OPERADOR PARTICULAR,AVIÃO,PILATUS,TURBOÉLICE,MONOMOTOR,2010,10,0
OPERADOR DE AERONAVE,HELICÓPTERO,SIKORSKY AIRCRAFT,TURBOEIXO,BIMOTOR,2003,14,0
OPERADOR PARTICULAR,AVIÃO,PIPER AIRCRAFT,PISTÃO,MONOMOTOR,2004,6,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,JATO,BIMOTOR,2011,113,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,1997,52,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,1997,52,0
OPERADOR PARTICULAR,AVIÃO,CIRRUS DESIGN,PISTÃO,MONOMOTOR,2010,4,0
OPERADOR PARTICULAR,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,BIMOTOR,1989,6,0
OPERADOR PARTICULAR,AVIÃO,PIPER AIRCRAFT,PISTÃO,MONOMOTOR,0,6,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,1998,73,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,1998,73,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,1998,73,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,JATO,BIMOTOR,2011,125,0
OPERADOR PARTICULAR,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,BIMOTOR,1991,6,0
OPERADOR PARTICULAR,HELICÓPTERO,HELIBRAS,TURBOEIXO,MONOMOTOR,2000,6,0
OPERADOR PARTICULAR,AVIÃO,BEECH AIRCRAFT,PISTÃO,BIMOTOR,1978,6,0
OPERADOR PARTICULAR,AVIÃO,HAWKER BEECHCRAFT,TURBOÉLICE,BIMOTOR,2006,11,0
OPERADOR PARTICULAR,AVIÃO,BEECH AIRCRAFT,TURBOÉLICE,BIMOTOR,1990,8,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,JATO,BIMOTOR,2012,113,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,JATO,BIMOTOR,2011,125,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,2012,75,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,2012,75,0
OPERADOR DE AERONAVE,AVIÃO,CESSNA AIRCRAFT,TURBOÉLICE,MONOMOTOR,2010,11,0
OPERADOR PARTICULAR,ULTRALEVE,LABORTEC ENGENHARIA LTDA,PISTÃO,MONOMOTOR,2010,2,0
ESCOLA DE AVIAÇÃO,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1972,2,0
AEROCLUBE,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1982,2,0
OPERADOR PARTICULAR,ULTRALEVE,DANIEL DO PRADO FERREIRA PINTO,PISTÃO,MONOMOTOR,2010,2,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,BIMOTOR,2010,193,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,TURBOEIXO,BIMOTOR,2012,125,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,TURBOEIXO,BIMOTOR,2012,125,0
OPERADOR PARTICULAR,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,MONOMOTOR,1989,7,0
OPERADOR PARTICULAR,AVIÃO,PIPER AIRCRAFT,PISTÃO,BIMOTOR,2008,6,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,2011,75,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,2011,75,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,2011,75,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,2011,75,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,2011,75,0
OPERADOR DE AERONAVE,HELICÓPTERO,EUROCOPTER FRANCE,TURBOEIXO,BIMOTOR,2010,14,0
OPERADOR DE AERONAVE,HELICÓPTERO,EUROCOPTER FRANCE,TURBOEIXO,BIMOTOR,2010,14,0
ÓRGÃO PÚBLICO,HELICÓPTERO,HELIBRAS,TURBOEIXO,MONOMOTOR,1999,6,0
OPERADOR PARTICULAR,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,2007,4,0
ESCOLA DE AVIAÇÃO,HELICÓPTERO,ROBINSON HELICOPTER,PISTÃO,MONOMOTOR,2002,2,0
ÓRGÃO PÚBLICO,AVIÃO,BEECH AIRCRAFT,TURBOÉLICE,BIMOTOR,1991,10,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,2012,73,0
ESCOLA DE AVIAÇÃO,AVIÃO,DIAMOND AIRCRAFT,PISTÃO,MONOMOTOR,2012,2,0
ESCOLA DE AVIAÇÃO,AVIÃO,DIAMOND AIRCRAFT,PISTÃO,MONOMOTOR,2012,2,0
AEROCLUBE,AVIÃO,DIAMOND AIRCRAFT,PISTÃO,MONOMOTOR,2012,2,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,2012,75,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,TURBOÉLICE,BIMOTOR,1974,17,0
OPERADOR DE AERONAVE,HELICÓPTERO,AGUSTA,TURBOEIXO,BIMOTOR,2002,8,0
OPERADOR DE AERONAVE,HELICÓPTERO,AGUSTA,TURBOEIXO,BIMOTOR,2002,8,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,BIMOTOR,2011,187,0
ESCOLA DE AVIAÇÃO,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1981,2,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,BIMOTOR,1988,6,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,BIMOTOR,1988,6,0
OPERADOR DE AERONAVE,HELICÓPTERO,SIKORSKY AIRCRAFT,TURBOEIXO,BIMOTOR,2010,14,0
OPERADOR DE AERONAVE,HELICÓPTERO,SIKORSKY AIRCRAFT,TURBOEIXO,BIMOTOR,2010,14,0
OPERADOR PARTICULAR,AVIÃO,CIRRUS DESIGN,PISTÃO,MONOMOTOR,2011,4,0
OPERADOR DE AERONAVE,AVIÃO,AIRBUS INDUSTRIE,TURBOEIXO,BIMOTOR,2007,129,0
OPERADOR DE AERONAVE,AVIÃO,AIRBUS INDUSTRIE,TURBOEIXO,BIMOTOR,2007,129,0
OPERADOR DE AERONAVE,AVIÃO,AIRBUS INDUSTRIE,TURBOEIXO,BIMOTOR,2007,129,0
OPERADOR DE AERONAVE,AVIÃO,AIRBUS INDUSTRIE,TURBOEIXO,BIMOTOR,2007,129,0
OPERADOR PARTICULAR,AVIÃO,BEECH AIRCRAFT,PISTÃO,MONOMOTOR,1973,6,0
OPERADOR PARTICULAR,AVIÃO,EMBRAER,JATO,BIMOTOR,2011,6,0
ÓRGÃO PÚBLICO,HELICÓPTERO,EUROCOPTER FRANCE,TURBOEIXO,BIMOTOR,2012,6,0
ÓRGÃO PÚBLICO,HELICÓPTERO,EUROCOPTER FRANCE,TURBOEIXO,BIMOTOR,2012,6,0
OPERADOR PARTICULAR,HELICÓPTERO,EUROCOPTER FRANCE,TURBOEIXO,BIMOTOR,1981,6,0
OPERADOR PARTICULAR,HELICÓPTERO,BELL HELICOPTER,TURBOEIXO,MONOMOTOR,2010,7,0
OPERADOR PARTICULAR,HELICÓPTERO,BELL HELICOPTER,TURBOEIXO,MONOMOTOR,2010,7,0
OPERADOR DE AERONAVE,HELICÓPTERO,EUROCOPTER FRANCE,TURBOEIXO,BIMOTOR,2009,15,0
OPERADOR DE AERONAVE,AVIÃO,CESSNA AIRCRAFT,TURBOÉLICE,MONOMOTOR,1995,11,0
OPERADOR PARTICULAR,AVIÃO,LEARJET,JATO,BIMOTOR,2008,11,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,TRIMOTOR,1983,5,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,TRIMOTOR,1983,5,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,JATO,BIMOTOR,2011,113,0
OPERADOR PARTICULAR,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,MONOMOTOR,1982,4,0
OPERADOR PARTICULAR,AVIÃO,PIPER AIRCRAFT,PISTÃO,MONOMOTOR,1973,4,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,1988,50,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,1988,50,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,1988,50,0
OPERADOR DE AERONAVE,AVIÃO,PILATUS,TURBOÉLICE,MONOMOTOR,2011,8,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,JATO,BIMOTOR,2011,125,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,JATO,BIMOTOR,2011,125,0
OPERADOR PARTICULAR,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1985,6,0
OPERADOR PARTICULAR,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,2001,4,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,2011,73,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,2011,73,0
OPERADOR PARTICULAR,AVIÃO,KALIL MOHAMAD AWADA,PISTÃO,MONOMOTOR,2011,4,0
AEROCLUBE,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1978,2,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,BIMOTOR,2009,193,0
OPERADOR PARTICULAR,AVIÃO,PIPER AIRCRAFT,PISTÃO,BIMOTOR,2007,6,0
OPERADOR PARTICULAR,AVIÃO,EMBRAER,JATO,BIMOTOR,2012,6,0
AEROCLUBE,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1981,4,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,JATO,BIMOTOR,2011,113,0
OPERADOR DE AERONAVE,HELICÓPTERO,SIKORSKY AIRCRAFT,TURBOEIXO,BIMOTOR,2003,15,0
OPERADOR DE AERONAVE,HELICÓPTERO,SIKORSKY AIRCRAFT,TURBOEIXO,BIMOTOR,2005,14,0
ESCOLA DE AVIAÇÃO,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1967,2,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,2012,75,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,1986,52,0
OPERADOR PARTICULAR,AVIÃO,BEECH AIRCRAFT,PISTÃO,MONOMOTOR,1981,6,0
OPERADOR PARTICULAR,AVIÃO,CESSNA AIRCRAFT,JATO,BIMOTOR,2002,9,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,JATO,BIMOTOR,2012,125,0
OPERADOR PARTICULAR,HELICÓPTERO,AGUSTA,TURBOEIXO,BIMOTOR,1998,8,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,JATO,BIMOTOR,2011,125,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,JATO,BIMOTOR,2011,125,0
OPERADOR DE AERONAVE,AVIÃO,AIRBUS INDUSTRIE,JATO,BIMOTOR,2008,129,0
OPERADOR DE AERONAVE,AVIÃO,AIRBUS INDUSTRIE,JATO,BIMOTOR,2008,129,0
OPERADOR PARTICULAR,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1973,4,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,JATO,BIMOTOR,2012,125,0
OPERADOR PARTICULAR,AVIÃO,FABRICACAO PROPRIA,PISTÃO,SEM TRAÇÃO,0,1,0
OPERADOR PARTICULAR,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1974,4,0
OPERADOR DE AERONAVE,AVIÃO,BEECH AIRCRAFT,PISTÃO,MONOMOTOR,1973,6,0
ESCOLA DE AVIAÇÃO,AVIÃO,PIPER AIRCRAFT,PISTÃO,BIMOTOR,1972,6,0
